"","week","group","mouse","weight","sex","series"
"9902",24,"group 2","108",29.5,"male","group 2 male"
"9903",25,"group 2","108",29.7,"male","group 2 male"
"9904",26,"group 2","108",26.6,"male","group 2 male"
"9955",1,"group 2","109",18.5,"male","group 2 male"
"9956",2,"group 2","109",22.1,"male","group 2 male"
"9957",3,"group 2","109",23.5,"male","group 2 male"
"9958",4,"group 2","109",26.9,"male","group 2 male"
"9959",5,"group 2","109",28,"male","group 2 male"
"9960",6,"group 2","109",27.9,"male","group 2 male"
"9961",7,"group 2","109",29.4,"male","group 2 male"
"9962",8,"group 2","109",31.1,"male","group 2 male"
"9963",9,"group 2","109",32.1,"male","group 2 male"
"9964",10,"group 2","109",32.4,"male","group 2 male"
"9965",11,"group 2","109",33.2,"male","group 2 male"
"9966",12,"group 2","109",32.6,"male","group 2 male"
"9967",13,"group 2","109",32.8,"male","group 2 male"
"9968",14,"group 2","109",33.7,"male","group 2 male"
"9969",15,"group 2","109",34.1,"male","group 2 male"
"9970",16,"group 2","109",36,"male","group 2 male"
"9971",17,"group 2","109",35.5,"male","group 2 male"
"9972",18,"group 2","109",36.7,"male","group 2 male"
"9973",19,"group 2","109",35.3,"male","group 2 male"
"9974",20,"group 2","109",36.2,"male","group 2 male"
"9975",21,"group 2","109",35,"male","group 2 male"
"9976",22,"group 2","109",34.6,"male","group 2 male"
"9977",23,"group 2","109",34.4,"male","group 2 male"
"9978",24,"group 2","109",34.4,"male","group 2 male"
"9979",25,"group 2","109",34.3,"male","group 2 male"
"9980",26,"group 2","109",33.6,"male","group 2 male"
"9981",27,"group 2","109",35,"male","group 2 male"
"9982",28,"group 2","109",33.9,"male","group 2 male"
"9983",29,"group 2","109",33.1,"male","group 2 male"
"9984",30,"group 2","109",33,"male","group 2 male"
"9985",31,"group 2","109",33,"male","group 2 male"
"9986",32,"group 2","109",34,"male","group 2 male"
"9987",33,"group 2","109",33.2,"male","group 2 male"
"9988",34,"group 2","109",35.1,"male","group 2 male"
"9989",35,"group 2","109",33.4,"male","group 2 male"
"9990",36,"group 2","109",35.1,"male","group 2 male"
"9991",37,"group 2","109",35.2,"male","group 2 male"
"9992",38,"group 2","109",35.4,"male","group 2 male"
"9993",39,"group 2","109",35.4,"male","group 2 male"
"9994",40,"group 2","109",35.4,"male","group 2 male"
"9995",41,"group 2","109",35.3,"male","group 2 male"
"9996",42,"group 2","109",35.2,"male","group 2 male"
"9997",43,"group 2","109",37,"male","group 2 male"
"9998",44,"group 2","109",38.4,"male","group 2 male"
"9999",45,"group 2","109",39.9,"male","group 2 male"
"10000",46,"group 2","109",39.9,"male","group 2 male"
"10001",47,"group 2","109",37.6,"male","group 2 male"
"10002",48,"group 2","109",37.6,"male","group 2 male"
"10003",49,"group 2","109",38.4,"male","group 2 male"
"10004",50,"group 2","109",40,"male","group 2 male"
"10005",51,"group 2","109",40.4,"male","group 2 male"
"10006",52,"group 2","109",40,"male","group 2 male"
"10007",53,"group 2","109",39.5,"male","group 2 male"
"10008",54,"group 2","109",40.1,"male","group 2 male"
"10009",55,"group 2","109",41.2,"male","group 2 male"
"10010",56,"group 2","109",40.5,"male","group 2 male"
"10011",57,"group 2","109",40.1,"male","group 2 male"
"10012",58,"group 2","109",39.1,"male","group 2 male"
"10013",59,"group 2","109",38.9,"male","group 2 male"
"10015",61,"group 2","109",36.7,"male","group 2 male"
"10016",62,"group 2","109",36.4,"male","group 2 male"
"10017",63,"group 2","109",34.8,"male","group 2 male"
"10018",64,"group 2","109",33.8,"male","group 2 male"
"10019",65,"group 2","109",32.6,"male","group 2 male"
"10020",66,"group 2","109",31.2,"male","group 2 male"
"10021",67,"group 2","109",31.2,"male","group 2 male"
"10022",68,"group 2","109",28.8,"male","group 2 male"
"10023",69,"group 2","109",29,"male","group 2 male"
"10024",70,"group 2","109",29,"male","group 2 male"
"10025",71,"group 2","109",28.9,"male","group 2 male"
"10031",1,"group 2","110",18,"male","group 2 male"
"10032",2,"group 2","110",21.5,"male","group 2 male"
"10033",3,"group 2","110",22.4,"male","group 2 male"
"10034",4,"group 2","110",24.8,"male","group 2 male"
"10035",5,"group 2","110",27,"male","group 2 male"
"10036",6,"group 2","110",26.1,"male","group 2 male"
"10037",7,"group 2","110",27.6,"male","group 2 male"
"10038",8,"group 2","110",29.2,"male","group 2 male"
"10039",9,"group 2","110",29,"male","group 2 male"
"10040",10,"group 2","110",29.3,"male","group 2 male"
"10041",11,"group 2","110",29.4,"male","group 2 male"
"10042",12,"group 2","110",29.4,"male","group 2 male"
"10043",13,"group 2","110",29.5,"male","group 2 male"
"10044",14,"group 2","110",30.3,"male","group 2 male"
"10045",15,"group 2","110",30,"male","group 2 male"
"10046",16,"group 2","110",31.7,"male","group 2 male"
"10047",17,"group 2","110",30.5,"male","group 2 male"
"10048",18,"group 2","110",31.8,"male","group 2 male"
"10049",19,"group 2","110",31,"male","group 2 male"
"10050",20,"group 2","110",31.6,"male","group 2 male"
"10051",21,"group 2","110",31.7,"male","group 2 male"
"10052",22,"group 2","110",29.7,"male","group 2 male"
"10053",23,"group 2","110",29.8,"male","group 2 male"
"10054",24,"group 2","110",29.5,"male","group 2 male"
"10055",25,"group 2","110",29.6,"male","group 2 male"
"10056",26,"group 2","110",30.7,"male","group 2 male"
"10057",27,"group 2","110",32.6,"male","group 2 male"
"10058",28,"group 2","110",34.2,"male","group 2 male"
"10059",29,"group 2","110",31.2,"male","group 2 male"
"10060",30,"group 2","110",31.4,"male","group 2 male"
"10061",31,"group 2","110",30.1,"male","group 2 male"
"10062",32,"group 2","110",31.9,"male","group 2 male"
"10063",33,"group 2","110",32.4,"male","group 2 male"
"10064",34,"group 2","110",33.1,"male","group 2 male"
"10065",35,"group 2","110",31.6,"male","group 2 male"
"10066",36,"group 2","110",31.6,"male","group 2 male"
"10067",37,"group 2","110",32.9,"male","group 2 male"
"10068",38,"group 2","110",32.9,"male","group 2 male"
"10069",39,"group 2","110",32.4,"male","group 2 male"
"10070",40,"group 2","110",31.5,"male","group 2 male"
"10071",41,"group 2","110",33,"male","group 2 male"
"10072",42,"group 2","110",32.4,"male","group 2 male"
"10073",43,"group 2","110",34,"male","group 2 male"
"10074",44,"group 2","110",34.2,"male","group 2 male"
"10075",45,"group 2","110",36,"male","group 2 male"
"10076",46,"group 2","110",35.6,"male","group 2 male"
"10077",47,"group 2","110",34.5,"male","group 2 male"
"10078",48,"group 2","110",32.4,"male","group 2 male"
"10079",49,"group 2","110",33.3,"male","group 2 male"
"10080",50,"group 2","110",33.9,"male","group 2 male"
"10081",51,"group 2","110",34.3,"male","group 2 male"
"10082",52,"group 2","110",31.8,"male","group 2 male"
"10083",53,"group 2","110",31.6,"male","group 2 male"
"10084",54,"group 2","110",33.6,"male","group 2 male"
"10085",55,"group 2","110",32.5,"male","group 2 male"
"10086",56,"group 2","110",32.8,"male","group 2 male"
"10087",57,"group 2","110",31.1,"male","group 2 male"
"10088",58,"group 2","110",31.6,"male","group 2 male"
"10089",59,"group 2","110",31.3,"male","group 2 male"
"10091",61,"group 2","110",30,"male","group 2 male"
"10092",62,"group 2","110",30.8,"male","group 2 male"
"10107",1,"group 2","111",21.3,"male","group 2 male"
"10108",2,"group 2","111",24.7,"male","group 2 male"
"10109",3,"group 2","111",25.6,"male","group 2 male"
"10110",4,"group 2","111",27.7,"male","group 2 male"
"10111",5,"group 2","111",31,"male","group 2 male"
"10112",6,"group 2","111",29.8,"male","group 2 male"
"10113",7,"group 2","111",32.2,"male","group 2 male"
"10114",8,"group 2","111",33.9,"male","group 2 male"
"10115",9,"group 2","111",34.8,"male","group 2 male"
"10116",10,"group 2","111",35.2,"male","group 2 male"
"10117",11,"group 2","111",35.5,"male","group 2 male"
"10118",12,"group 2","111",36.1,"male","group 2 male"
"10119",13,"group 2","111",36.5,"male","group 2 male"
"10120",14,"group 2","111",36.6,"male","group 2 male"
"10121",15,"group 2","111",36.2,"male","group 2 male"
"10122",16,"group 2","111",39,"male","group 2 male"
"10123",17,"group 2","111",39,"male","group 2 male"
"10124",18,"group 2","111",40.1,"male","group 2 male"
"10125",19,"group 2","111",39.6,"male","group 2 male"
"10126",20,"group 2","111",39.7,"male","group 2 male"
"10127",21,"group 2","111",39.6,"male","group 2 male"
"10128",22,"group 2","111",37.6,"male","group 2 male"
"10129",23,"group 2","111",37,"male","group 2 male"
"10130",24,"group 2","111",35.5,"male","group 2 male"
"10131",25,"group 2","111",35.8,"male","group 2 male"
"10132",26,"group 2","111",35.7,"male","group 2 male"
"10133",27,"group 2","111",35.8,"male","group 2 male"
"10134",28,"group 2","111",34.1,"male","group 2 male"
"10135",29,"group 2","111",33.5,"male","group 2 male"
"10136",30,"group 2","111",33.4,"male","group 2 male"
"10137",31,"group 2","111",34.6,"male","group 2 male"
"10138",32,"group 2","111",33,"male","group 2 male"
"10139",33,"group 2","111",33.2,"male","group 2 male"
"10140",34,"group 2","111",34.8,"male","group 2 male"
"10141",35,"group 2","111",32,"male","group 2 male"
"10142",36,"group 2","111",31.9,"male","group 2 male"
"10143",37,"group 2","111",32.1,"male","group 2 male"
"10144",38,"group 2","111",32,"male","group 2 male"
"10145",39,"group 2","111",34.5,"male","group 2 male"
"10146",40,"group 2","111",33.1,"male","group 2 male"
"10147",41,"group 2","111",32.4,"male","group 2 male"
"10148",42,"group 2","111",34.3,"male","group 2 male"
"10149",43,"group 2","111",38,"male","group 2 male"
"10150",44,"group 2","111",36.7,"male","group 2 male"
"10151",45,"group 2","111",38.1,"male","group 2 male"
"10152",46,"group 2","111",38.3,"male","group 2 male"
"10153",47,"group 2","111",37.2,"male","group 2 male"
"10154",48,"group 2","111",37.6,"male","group 2 male"
"10155",49,"group 2","111",35.2,"male","group 2 male"
"10156",50,"group 2","111",35.3,"male","group 2 male"
"10157",51,"group 2","111",34.7,"male","group 2 male"
"10158",52,"group 2","111",34.8,"male","group 2 male"
"10159",53,"group 2","111",34.3,"male","group 2 male"
"10160",54,"group 2","111",34,"male","group 2 male"
"10161",55,"group 2","111",33.5,"male","group 2 male"
"10162",56,"group 2","111",35.8,"male","group 2 male"
"10183",1,"group 2","112",19.2,"male","group 2 male"
"10184",2,"group 2","112",22.2,"male","group 2 male"
"10185",3,"group 2","112",22.6,"male","group 2 male"
"10186",4,"group 2","112",24.8,"male","group 2 male"
"10187",5,"group 2","112",26,"male","group 2 male"
"10188",6,"group 2","112",25,"male","group 2 male"
"10189",7,"group 2","112",26.9,"male","group 2 male"
"10190",8,"group 2","112",28,"male","group 2 male"
"10191",9,"group 2","112",29.5,"male","group 2 male"
"10192",10,"group 2","112",29.3,"male","group 2 male"
"10193",11,"group 2","112",29.4,"male","group 2 male"
"10194",12,"group 2","112",29.9,"male","group 2 male"
"10195",13,"group 2","112",30,"male","group 2 male"
"10196",14,"group 2","112",30.4,"male","group 2 male"
"10197",15,"group 2","112",30.7,"male","group 2 male"
"10198",16,"group 2","112",32.4,"male","group 2 male"
"10199",17,"group 2","112",32.8,"male","group 2 male"
"10200",18,"group 2","112",33.6,"male","group 2 male"
"10201",19,"group 2","112",33.2,"male","group 2 male"
"10202",20,"group 2","112",33.6,"male","group 2 male"
"10203",21,"group 2","112",33.1,"male","group 2 male"
"10204",22,"group 2","112",33,"male","group 2 male"
"10205",23,"group 2","112",32.7,"male","group 2 male"
"10206",24,"group 2","112",32.4,"male","group 2 male"
"10207",25,"group 2","112",33.1,"male","group 2 male"
"10208",26,"group 2","112",31.6,"male","group 2 male"
"10209",27,"group 2","112",33.1,"male","group 2 male"
"10210",28,"group 2","112",32.2,"male","group 2 male"
"10211",29,"group 2","112",31.5,"male","group 2 male"
"10212",30,"group 2","112",31.7,"male","group 2 male"
"10213",31,"group 2","112",31.2,"male","group 2 male"
"10214",32,"group 2","112",32,"male","group 2 male"
"10215",33,"group 2","112",31.7,"male","group 2 male"
"10216",34,"group 2","112",32.5,"male","group 2 male"
"10217",35,"group 2","112",31.3,"male","group 2 male"
"10218",36,"group 2","112",31.4,"male","group 2 male"
"10219",37,"group 2","112",31.4,"male","group 2 male"
"10220",38,"group 2","112",31.2,"male","group 2 male"
"10221",39,"group 2","112",31.7,"male","group 2 male"
"10222",40,"group 2","112",30.9,"male","group 2 male"
"10223",41,"group 2","112",31.4,"male","group 2 male"
"10224",42,"group 2","112",31.3,"male","group 2 male"
"10225",43,"group 2","112",33.9,"male","group 2 male"
"10226",44,"group 2","112",35.5,"male","group 2 male"
"10227",45,"group 2","112",36.3,"male","group 2 male"
"10228",46,"group 2","112",36.6,"male","group 2 male"
"10229",47,"group 2","112",34.6,"male","group 2 male"
"10230",48,"group 2","112",35.1,"male","group 2 male"
"10259",1,"group 2","113",16.9,"male","group 2 male"
"10260",2,"group 2","113",21.3,"male","group 2 male"
"10261",3,"group 2","113",21.9,"male","group 2 male"
"10262",4,"group 2","113",23.3,"male","group 2 male"
"10263",5,"group 2","113",24,"male","group 2 male"
"10264",6,"group 2","113",24,"male","group 2 male"
"10265",7,"group 2","113",25.1,"male","group 2 male"
"10266",8,"group 2","113",25.7,"male","group 2 male"
"10267",9,"group 2","113",25.7,"male","group 2 male"
"10268",10,"group 2","113",25.5,"male","group 2 male"
"10269",11,"group 2","113",25.6,"male","group 2 male"
"10270",12,"group 2","113",25.8,"male","group 2 male"
"10271",13,"group 2","113",25.8,"male","group 2 male"
"10272",14,"group 2","113",26.9,"male","group 2 male"
"10273",15,"group 2","113",26.1,"male","group 2 male"
"10274",16,"group 2","113",28.1,"male","group 2 male"
"10275",17,"group 2","113",28.4,"male","group 2 male"
"10276",18,"group 2","113",28.9,"male","group 2 male"
"10277",19,"group 2","113",27.8,"male","group 2 male"
"10278",20,"group 2","113",28.1,"male","group 2 male"
"10279",21,"group 2","113",28.4,"male","group 2 male"
"10280",22,"group 2","113",28.5,"male","group 2 male"
"10281",23,"group 2","113",28.4,"male","group 2 male"
"10282",24,"group 2","113",28.7,"male","group 2 male"
"10283",25,"group 2","113",29,"male","group 2 male"
"10284",26,"group 2","113",29.3,"male","group 2 male"
"10285",27,"group 2","113",30.1,"male","group 2 male"
"10286",28,"group 2","113",29.1,"male","group 2 male"
"10287",29,"group 2","113",28.6,"male","group 2 male"
"10288",30,"group 2","113",29,"male","group 2 male"
"10289",31,"group 2","113",29.6,"male","group 2 male"
"10290",32,"group 2","113",36,"male","group 2 male"
"10291",33,"group 2","113",28.8,"male","group 2 male"
"10292",34,"group 2","113",29.5,"male","group 2 male"
"10293",35,"group 2","113",29.7,"male","group 2 male"
"10294",36,"group 2","113",30.1,"male","group 2 male"
"10295",37,"group 2","113",30.4,"male","group 2 male"
"10296",38,"group 2","113",30.2,"male","group 2 male"
"10297",39,"group 2","113",30.3,"male","group 2 male"
"10298",40,"group 2","113",28.6,"male","group 2 male"
"10299",41,"group 2","113",30.6,"male","group 2 male"
"10300",42,"group 2","113",30.4,"male","group 2 male"
"10301",43,"group 2","113",29,"male","group 2 male"
"10302",44,"group 2","113",28.1,"male","group 2 male"
"10303",45,"group 2","113",28.6,"male","group 2 male"
"10304",46,"group 2","113",28.6,"male","group 2 male"
"10305",47,"group 2","113",28,"male","group 2 male"
"10306",48,"group 2","113",28,"male","group 2 male"
"10307",49,"group 2","113",28.2,"male","group 2 male"
"10308",50,"group 2","113",29,"male","group 2 male"
"10335",1,"group 2","114",19.6,"male","group 2 male"
"10336",2,"group 2","114",23.5,"male","group 2 male"
"10337",3,"group 2","114",23.6,"male","group 2 male"
"10338",4,"group 2","114",25.6,"male","group 2 male"
"10339",5,"group 2","114",26,"male","group 2 male"
"10340",6,"group 2","114",26.9,"male","group 2 male"
"10341",7,"group 2","114",28,"male","group 2 male"
"10342",8,"group 2","114",30,"male","group 2 male"
"10343",9,"group 2","114",29.6,"male","group 2 male"
"10344",10,"group 2","114",30,"male","group 2 male"
"10345",11,"group 2","114",30.3,"male","group 2 male"
"10346",12,"group 2","114",29.8,"male","group 2 male"
"10347",13,"group 2","114",29.9,"male","group 2 male"
"10348",14,"group 2","114",30.6,"male","group 2 male"
"10349",15,"group 2","114",30.3,"male","group 2 male"
"10350",16,"group 2","114",32.7,"male","group 2 male"
"10351",17,"group 2","114",33.9,"male","group 2 male"
"10352",18,"group 2","114",35.2,"male","group 2 male"
"10353",19,"group 2","114",33.7,"male","group 2 male"
"10354",20,"group 2","114",33.9,"male","group 2 male"
"10355",21,"group 2","114",35,"male","group 2 male"
"10356",22,"group 2","114",33.4,"male","group 2 male"
"10357",23,"group 2","114",33.8,"male","group 2 male"
"10358",24,"group 2","114",34.5,"male","group 2 male"
"10359",25,"group 2","114",35.5,"male","group 2 male"
